	0.0000-0.0000	0.0000-0.0006	0.0010-0.0049	0.0049-0.0060	0.0072-0.0108	0.0175-0.0333	0.0333-0.0378	0.0378-0.0379	0.0379-0.0395	0.0395-0.0408	0.0802-0.0989	0.0989-0.1172	0.1172-0.1174	0.1180-0.1216	0.1349-0.1862	0.1862-0.2181	0.2181-0.2247	0.2247-0.2268	0.2361-0.2617	0.2617-0.2985	0.2985-0.3608	0.3608-0.3747	0.3747-0.3855	0.3855-0.4670	0.4670-0.4712	0.4713-0.6562	0.6562-0.6563	0.6563-0.6565	0.6592-0.6592	0.6592-0.6597	0.6597-0.6641	0.6641-0.6641	0.6641-0.6649	0.6662-0.6662	0.6909-0.7248	0.7248-0.7258	0.7258-0.7273	0.7273-0.8530	0.8530-0.8969	0.8969-0.8983	0.8983-0.8983	0.8993-0.9006	0.9061-0.9513	0.9521-0.9766	0.9766-0.9767	0.9768-0.9769	0.9769-0.9769	0.9769-0.9880	1.0650-1.0664	1.0688-1.0689	1.0690-1.0692	1.0731-1.0790	1.0790-1.1222	1.1222-1.4591	1.4591-1.4944	1.4944-4.2531	4.2531-8.5218	8.5218-11.6128	11.6128-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##Sulfate-e0##Microbe	-0.7060625359795198	-0.7060625359795198	-0.706062535979821	-0.706062535977898	-0.7060625359707579	-0.7060625359688719	-0.009680655681903651	-0.10470856351617946	-2.966537180046825	-2.9665371800305387	-2.966537180034919	-2.966537180034919	-2.966537180034919	-2.966537180034919	-2.9665371800911107	-2.9665371800911107	-2.9665371800911107	-2.9665371800911107	-2.966537180139917	-2.966537179895165	-2.966537179895165	-0.03522775088147389	-0.017982630337947753	-2.966537180031404	-2.966537180031404	-2.966537180031404	-2.966537180082102	-2.9665371800813842	-2.96653718005423	-2.966537180017032	-2.9665371800176197	-2.9665371800605453	-2.9665371800772657	-1.5075898111025308	-1.5075898110947459	-1.5075898111041646	-1.5075898111041646	-1.5075898111041646	-1.5075898110950485	-1.507589811131269	-1.5075898110970756	-0.03291388546508384	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-0.7060625359695666	-1.4121250726275019	-1.4121250701629018	-0.7060625359689858	Limosilactobacillus_reuteri_I49	Sulfate-e0
Muribaculum_intestinale_YL27##L-Proline##Microbe	-26.584324739669054	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739558383	-26.584324739553693	-26.584324739386116	-26.584324739512464	-26.584324739524835	-26.58432473924235	-26.58432473942083	-26.584324739589388	-26.584324739390464	-26.584324739390464	-26.58432473938785	-26.58432473938785	-26.58432473938785	-26.58432473938785	-26.584324739410405	-26.584324739394553	-26.584324739394553	-26.584324739394553	-26.584324739394553	-26.584324739394553	-26.584324739394553	-26.584324739394553	-26.584324739394553	-26.584324739394553	-26.584324739394553	-26.584324739394553	-26.58432473941759	-26.58432473941469	-26.58432473941469	-26.58432473941469	-26.58432473941469	-26.58432473941469	-26.58432473941469	-26.584324739378708	-26.584324739367503	-26.584324739398426	-26.584324739447947	-26.584324739421145	-26.584324739407254	-26.58432473941101	-26.584324739445908	-26.584324739394173	-26.584324739384414	-26.584324739403765	-26.584324739496672	-26.584324739262428	-26.584324739262428	-26.584324739262428	-26.584324739262428	Muribaculum_intestinale_YL27	L-Proline
Limosilactobacillus_reuteri_I49##Cu2+-e0##Microbe	-0.706062535976131	-0.706062535976131	-0.7060625359766977	-0.7060625359797991	-0.7060625359710655	-0.7060625359671835	-0.009680655681902895	-0.10470856351622841	-2.9665371800480935	-2.966537180031197	-2.9665371800355382	-2.9665371800355382	-2.9665371800355382	-2.9665371800355382	-2.9665371800930322	-2.9665371800930322	-2.9665371800930322	-2.9665371800930322	-2.9665371801403637	-2.966537179886987	-2.966537179886987	-0.03522775088149722	-0.017982630337974623	-2.966537180032124	-2.966537180032124	-2.966537180032124	-2.966537180086097	-2.966537180085253	-2.966537180054929	-2.966537180017612	-2.9665371800181823	-2.966537180059982	-2.966537180078306	-1.5075898111026067	-1.5075898110943995	-1.5075898111044563	-1.5075898111044563	-1.5075898111044563	-1.5075898110948311	-1.5075898111324197	-1.50758981109922	-0.03291388546510876	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-0.7060625359698777	-1.412125072627945	-1.4121250701635273	-0.7060625359691574	Limosilactobacillus_reuteri_I49	Cu2+-e0
Muribaculum_intestinale_YL27##H+-e0##Microbe	1674.394981320018	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	-1101.2410767772085	-1101.2410767770682	941.659091239074	-3287.6132542930313	-2284.6115049536957	-775.1926490212755	-1790.2663664394174	-743.7067273492925	825.6327312960649	825.6327312960649	914.5389236474228	914.5389236474228	914.5389236474228	914.5389236474228	1048.0052714499227	478.54928991975	478.54928991975	478.54928991975	478.54928991975	478.54928991975	478.54928991975	478.54928991975	478.54928991975	478.54928991975	478.54928991975	478.54928991975	478.5492899201544	478.54928992009275	478.54928992009275	478.54928992009275	478.54928992009275	478.54928992009275	478.54928992009275	478.5492899196825	478.5492899192366	478.54928991979983	478.54928992077134	1535.7152293560544	-1848.4169482618104	-1169.8044837704765	-744.4872634755661	-673.9430779335654	-1500.3787543268797	-1170.204483770223	575.3856271133255	575.3856271065554	575.3856271065554	575.3856271065554	575.3856271065554	Muribaculum_intestinale_YL27	H+-e0
Limosilactobacillus_reuteri_I49##Folate-e0##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0000000000000002	-1.0000000000000002	-0.9999999999999988	-0.9999999999999989	-0.9999999999999998	-0.9999999999999992	-0.9999999999999871	-0.9999999999999842	-0.9999999999999756	-0.9999999999999756	-0.9999999999999756	-0.9999999999999756	-1.0000000000000133	-1.0000000000000133	-1.0000000000000133	-1.0000000000000133	-1.0000000000000588	-1.0000000000000473	-1.0000000000000473	-0.999999999999999	-0.9999999999999996	-0.9999999999999701	-0.9999999999999701	-0.9999999999999701	-0.9999999999999752	-0.9999999999999769	-0.9999999999999702	-0.9999999999999755	-1.0000000000000233	-0.9999999999999748	-0.9999999999999571	-0.9999999999999859	-0.9999999999999755	-0.999999999999997	-0.999999999999997	-0.999999999999997	-0.9999999999999941	-1.0000000000000073	-0.9999999999999579	-0.9999999999999986	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000007	-1.000000000000001	-1.0	Limosilactobacillus_reuteri_I49	Folate-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe	-3773.0173564916954	-3778.0173564916713	-3789.63968117196	-1303.3326576825982	-1.0	-1.0000000000000016	-1.0	-0.9999999999999999	-1.0000000000000004	-1.0	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.0000000000000004	-1.0000000000000004	-0.9999999999999989	-0.9999999999999993	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999993	-0.9999999999999991	-0.9999999999999997	-0.9999999999999999	-1.0	-0.9999999999999989	-0.9999999999999999	-1.0000000000000007	-1.000000000000001	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000013	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-0.9999999999999994	-1.0	-1.0000000000000009	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##L-Isoleucine-e0##Microbe	-38.57060811269109	-38.57060811269109	-38.57060811270121	-38.57060811282447	-38.57060811238359	-38.57060811219096	-0.5288324440887678	-5.719993291867226	-162.05525317250735	-162.05525317158796	-162.0552531718214	-162.0552531718214	-162.0552531718214	-162.0552531718214	-162.05525317496193	-162.05525317496193	-162.05525317496193	-162.05525317496193	-162.05525317757608	-162.0552531636837	-162.0552531636837	-1.9244127888208529	-0.982350644962579	-162.05525317159407	-162.05525317159407	-162.05525317159407	-162.05525317454058	-162.055253174494	-162.0552531728369	-162.05525317080958	-162.05525317084016	-162.0552531731398	-162.05525317413156	-82.35624018524966	-82.35624018479271	-82.35624018533947	-82.35624018533947	-82.35624018533947	-82.35624018482568	-82.35624018691706	-82.35624018509328	-1.798011525967052	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-38.57060811229287	-77.14121626218312	-77.14121612755459	-38.570608112256	Limosilactobacillus_reuteri_I49	L-Isoleucine-e0
Muribaculum_intestinale_YL27##Ca2+-e0##Microbe	-0.9241112603258484	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603212154	-0.9241112603211645	-0.924111260314414	-0.9241112603193522	-0.9241112603200554	-0.9241112603100061	-0.9241112603162254	-0.9241112603233061	-0.9241112603148371	-0.9241112603148371	-0.9241112603146775	-0.9241112603146775	-0.9241112603146775	-0.9241112603146775	-0.9241112603156466	-0.9241112603147732	-0.9241112603147732	-0.9241112603147732	-0.9241112603147732	-0.9241112603147732	-0.9241112603147732	-0.9241112603147732	-0.9241112603147732	-0.9241112603147732	-0.9241112603147732	-0.9241112603147732	-0.9241112603155924	-0.9241112603155077	-0.9241112603155077	-0.9241112603155077	-0.9241112603155077	-0.9241112603155077	-0.9241112603155077	-0.9241112603141056	-0.9241112603140934	-0.9241112603150213	-0.9241112603170162	-0.9241112603157949	-0.9241112603153747	-0.9241112603155167	-0.9241112603163302	-0.9241112603154923	-0.9241112603152487	-0.9241112603154334	-0.9241112603163135	-0.9241112603089164	-0.9241112603089164	-0.9241112603089164	-0.9241112603089164	Muribaculum_intestinale_YL27	Ca2+-e0
Muribaculum_intestinale_YL27##Galactose-e0##Microbe	-6.9926970261449615	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026084195	-6.992697026079994	-6.992697025968512	-6.992697026061516	-6.9926970260641435	-6.992697025981654	-8.740871282645298	-8.740871282667856	-8.740871282635146	-8.740871282635146	-8.740871282635421	-8.740871282635421	-8.740871282635421	-8.740871282635421	-142.2072190843223	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-1.0000000000000004	-1.0000000000000007	-1.0000000000000004	-0.999999999999999	-1.0000000000000002	-0.9999999999999993	-0.9999999999999993	-0.9999999999999992	-1.0000000000000002	-1.0000000000000009	-0.9999999999999997	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	Muribaculum_intestinale_YL27	Galactose-e0
Muribaculum_intestinale_YL27##L-Tyrosine##Microbe	-17.083554956657373	-17.08355495666665	-17.08355495666665	-17.08355495666665	-17.08355495666665	-17.08355495666665	-17.08355495666665	-17.08355495666665	-17.08355495666665	-17.08355495666665	-17.0835549565688	-17.083554956565095	-17.083554956461263	-17.083554956523407	-17.083554956536993	-17.08355495634574	-17.08355495646527	-17.08355495659342	-17.083554956445912	-17.083554956445912	-17.083554956443813	-17.083554956443813	-17.083554956443813	-17.083554956443813	-17.08355495646169	-17.08355495644775	-17.08355495644775	-17.08355495644775	-17.08355495644775	-17.08355495644775	-17.08355495644775	-17.08355495644775	-17.08355495644775	-17.08355495644775	-17.08355495644775	-17.08355495644775	-17.083554956464564	-17.083554956462432	-17.083554956462432	-17.083554956462432	-17.083554956462432	-17.083554956462432	-17.083554956462432	-17.083554956439063	-17.083554956431094	-17.08355495645073	-17.083554956482963	-17.08355495646888	-17.08355495646798	-17.08355495645731	-17.08355495648885	-17.08355495643952	-17.08355495643371	-17.083554956449856	-17.083554956529458	-17.08355495629375	-17.08355495629375	-17.08355495629375	-17.08355495629375	Muribaculum_intestinale_YL27	L-Tyrosine
Limosilactobacillus_reuteri_I49##Thiamine##Microbe	-1.0000000000000016	-1.0000000000000016	-1.0000000000000033	-0.9999999999999987	-0.9999999999999982	-0.9999999999999977	-1.0000000000000007	-1.0000000000000009	-1.0000000000000535	-0.9999999999999969	-1.0000000000000304	-1.0000000000000304	-1.0000000000000304	-1.0000000000000304	-1.0000000000000133	-1.0000000000000133	-1.0000000000000133	-1.0000000000000133	-0.9999999999998362	-0.9999999999998802	-0.9999999999998802	-0.9999999999999989	-1.000000000000001	-1.0000000000000517	-1.0000000000000517	-1.0000000000000517	-1.0000000000001141	-1.0000000000000397	-1.000000000000087	-0.9999999999999832	-0.9999999999999658	-1.0000000000000062	-0.9999999999999044	-0.9999999999999653	-0.9999999999999853	-0.9999999999995829	-0.9999999999995829	-0.9999999999995829	-0.99999999999995	-0.9999999999999969	-1.0000000000000488	-0.9999999999999988	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000069	-1.0000000000000513	-0.9999999999999992	Limosilactobacillus_reuteri_I49	Thiamine
Muribaculum_intestinale_YL27##PAN##Microbe	-1.0000000000001044	-1.0000000000000815	-1.0000000000000815	-1.0000000000000815	-1.0000000000000815	-1.0000000000000815	-1.0000000000000815	-1.0000000000000815	-1.0000000000000815	-1.0000000000000815	-0.9999999999998191	-0.9999999999998165	-0.9999999999998535	-1.0000000000001958	-0.9999999999999525	-0.9999999999998159	-1.000000000000012	-0.9999999999995945	-0.9999999999999841	-0.9999999999999841	-0.9999999999999962	-0.9999999999999962	-0.9999999999999962	-0.9999999999999962	-0.9999999999999926	-0.999999999999934	-0.999999999999934	-0.999999999999934	-0.999999999999934	-0.999999999999934	-0.999999999999934	-0.999999999999934	-0.999999999999934	-0.999999999999934	-0.999999999999934	-0.999999999999934	-1.000000000000045	-1.0000000000000124	-1.0000000000000124	-1.0000000000000124	-1.0000000000000124	-1.0000000000000124	-1.0000000000000124	-1.0000000000000637	-1.0000000000002212	-1.000000000000261	-1.0000000000001423	-1.0000000000002256	-1.000000000000048	-1.0000000000000355	-1.0000000000000748	-1.0000000000000833	-1.0000000000000122	-0.9999999999999956	-1.0000000000001064	-0.9999999999999799	-0.9999999999999799	-0.9999999999999799	-0.9999999999999799	Muribaculum_intestinale_YL27	PAN
Limosilactobacillus_reuteri_I49##Mg-e0##Microbe	-0.7060625359771844	-0.7060625359771844	-0.706062535977405	-0.7060625359797883	-0.7060625359714126	-0.7060625359672337	-0.009680655681893887	-0.10470856351624361	-2.966537180048881	-2.9665371800320797	-2.966537180036338	-2.966537180036338	-2.966537180036338	-2.966537180036338	-2.9665371800936886	-2.9665371800936886	-2.9665371800936886	-2.9665371800936886	-2.966537180141428	-2.9665371798883835	-2.9665371798883835	-0.0352277508814924	-0.017982630337963504	-2.9665371800317537	-2.9665371800317537	-2.9665371800317537	-2.9665371800862457	-2.9665371800853944	-2.9665371800543014	-2.9665371800172964	-2.9665371800178866	-2.966537180059696	-2.9665371800782223	-1.50758981110272	-1.507589811094327	-1.5075898111044397	-1.5075898111044397	-1.5075898111044397	-1.50758981109496	-1.50758981113368	-1.5075898111007673	-0.03291388546509712	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-0.7060625359697459	-1.4121250726277392	-1.4121250701632664	-0.7060625359690691	Limosilactobacillus_reuteri_I49	Mg-e0
Muribaculum_intestinale_YL27##Fe2+-e0##Microbe	-1.9241112603302701	-1.9241112603325696	-1.9241112603325696	-1.9241112603325696	-1.9241112603325696	-1.9241112603325696	-1.9241112603325696	-1.9241112603325696	-1.9241112603325696	-1.9241112603325696	-1.924111260331147	-1.924111260330991	-1.92411126031969	-1.924111260338588	-1.9241112603346837	-1.924111260316118	-1.9241112603259496	-1.9241112603405268	-1.9241112603314448	-1.9241112603314448	-1.924111260332137	-1.924111260332137	-1.924111260332137	-1.924111260332137	-1.9241112603314152	-1.9241112603283617	-1.9241112603283617	-1.9241112603283617	-1.9241112603283617	-1.9241112603283617	-1.9241112603283617	-1.9241112603283617	-1.9241112603283617	-1.9241112603283617	-1.9241112603283617	-1.9241112603283617	-1.9241112603332877	-1.9241112603325665	-1.9241112603325665	-1.9241112603325665	-1.9241112603325665	-1.9241112603325665	-1.9241112603325665	-1.9241112603257748	-1.9241112603263861	-1.9241112603307269	-1.9241112603364334	-1.9241112603345	-1.9241112603288868	-1.9241112603255421	-1.924111260318976	-1.9241112603308794	-1.9241112603311137	-1.924111260328415	-1.9241112603117734	-1.9241112603325994	-1.9241112603325994	-1.9241112603325994	-1.9241112603325994	Muribaculum_intestinale_YL27	Fe2+-e0
Limosilactobacillus_reuteri_I49##Ca2+-e0##Microbe	-0.7060625359795109	-0.7060625359795109	-0.706062535979906	-0.7060625359779369	-0.7060625359721062	-0.706062535970956	-0.009680655681920737	-0.10470856351623954	-2.9665371800483773	-2.966537180031733	-2.966537180035915	-2.966537180035915	-2.966537180035915	-2.966537180035915	-2.9665371800923834	-2.9665371800923834	-2.9665371800923834	-2.9665371800923834	-2.9665371801409064	-2.9665371798917155	-2.9665371798917155	-0.03522775088150616	-0.017982630337974908	-2.966537180031843	-2.966537180031843	-2.966537180031843	-2.966537180085794	-2.9665371800850853	-2.9665371800550053	-2.966537180017757	-2.9665371800183316	-2.966537180059743	-2.9665371800781823	-1.507589811102876	-1.5075898110944643	-1.50758981110469	-1.50758981110469	-1.50758981110469	-1.507589811095075	-1.5075898111348436	-1.5075898111022272	-0.03291388546510536	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-0.7060625359696558	-1.412125072627554	-1.4121250701630892	-0.7060625359689805	Limosilactobacillus_reuteri_I49	Ca2+-e0
Muribaculum_intestinale_YL27##L-Lysine-e0##Microbe	-41.2689993577712	-41.2689993577911	-41.2689993577911	-41.2689993577911	-41.2689993577911	-41.2689993577911	-41.2689993577911	-41.2689993577911	-41.2689993577911	-41.2689993577911	-41.26899935760776	-41.268999357600975	-41.26899935733968	-41.26899935754425	-41.26899935756027	-41.26899935712751	-41.268999357400205	-41.268999357650785	-41.26899935735732	-41.26899935735732	-41.26899935735394	-41.26899935735394	-41.26899935735394	-41.26899935735394	-41.268999357387216	-41.26899935736007	-41.26899935736007	-41.26899935736007	-41.26899935736007	-41.26899935736007	-41.26899935736007	-41.26899935736007	-41.26899935736007	-41.26899935736007	-41.26899935736007	-41.26899935736007	-41.26899935739723	-41.268999357392715	-41.268999357392715	-41.268999357392715	-41.268999357392715	-41.268999357392715	-41.268999357392715	-41.268999357337684	-41.268999357321725	-41.26899935736943	-41.26899935744603	-41.26899935740548	-41.268999357380395	-41.26899935738332	-41.26899935742953	-41.26899935736186	-41.26899935734858	-41.26899935737391	-41.26899935749215	-41.26899935715327	-41.26899935715327	-41.26899935715327	-41.26899935715327	Muribaculum_intestinale_YL27	L-Lysine-e0
Limosilactobacillus_reuteri_I49##PAN##Microbe	-1.000000000000205	-1.000000000000205	-1.0000000000001203	-0.9999999999998925	-1.000000000000027	-0.9999999999998401	-0.01371076241653265	-0.1482992768791822	-4.201521860894319	-4.201521860870454	-4.201521860875757	-4.201521860875757	-4.201521860875757	-4.201521860875757	-4.20152186095698	-4.20152186095698	-4.20152186095698	-4.20152186095698	-4.201521861105988	-4.2015218606941485	-4.2015218606941485	-0.04989324470103261	-0.025468891807411024	-4.201521860871167	-4.201521860871167	-4.201521860871167	-4.20152186093896	-4.201521860937646	-4.201521860901039	-4.201521860851054	-4.201521860851041	-4.2015218609174605	-4.201521860936969	-2.1352072009110623	-2.135207200896436	-2.1352072009098784	-2.1352072009098784	-2.1352072009098784	-2.1352072008997864	-2.135207200946055	-2.135207200886585	-0.04661610521472823	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-1.000000000000909	-2.0000000009765175	-1.9999999974860438	-0.9999999999999967	Limosilactobacillus_reuteri_I49	PAN
Limosilactobacillus_reuteri_I49##Fe2+-e0##Microbe	-1.7060625359840564	-1.7060625359840564	-1.7060625359850647	-1.7060625359888286	-1.7060625359689547	-1.706062535959235	-0.02339141809835487	-0.2530078403951703	-7.168059040936981	-7.168059040895924	-7.1680590409062495	-7.1680590409062495	-7.1680590409062495	-7.1680590409062495	-7.168059041045073	-7.168059041045073	-7.168059041045073	-7.168059041045073	-7.168059041148781	-7.168059040546263	-7.168059040546263	-0.08512099558241273	-0.04345152214536432	-7.1680590408980365	-7.1680590408980365	-7.1680590408980365	-7.168059041026735	-7.16805904102476	-7.168059040953793	-7.168059040863833	-7.1680590408654465	-7.1680590409730875	-7.168059041011118	-3.6427970120119264	-3.6427970119921613	-3.6427970120150075	-3.6427970120150075	-3.6427970120150075	-3.6427970119929918	-3.6427970120850586	-3.6427970119963726	-0.07952999067978724	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-1.7060625359640873	-3.4121250735910365	-3.4121250676364596	-1.7060625359624324	Limosilactobacillus_reuteri_I49	Fe2+-e0
Limosilactobacillus_reuteri_I49##L-Methionine-e0##Microbe	-13.748894121430519	-13.748894121430519	-13.748894121435276	-13.748894121496566	-13.748894121323891	-13.748894121232606	0.7977814167964775	-1.1872503329642328	-60.96780107489446	-60.96780107454511	-60.967801074634636	-60.967801074634636	-60.967801074634636	-60.967801074634636	-60.96780107583142	-60.96780107583142	-60.96780107583142	-60.96780107583142	-60.96780107684009	-60.9678010715333	-60.9678010715333	0.2641298165343371	0.6243620113442159	-60.96780107453995	-60.96780107453995	-60.96780107453995	-60.96780107567329	-60.96780107565595	-60.967801075013966	-60.967801074240334	-60.967801074251696	-60.96780107512634	-60.967801075511005	-30.491944933391636	-30.4919449332153	-30.49194493342594	-30.49194493342594	-30.49194493342594	-30.491944933227785	-30.491944934028677	-30.491944933336082	0.3124639998379109	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-13.748894121291386	-28.49778825694741	-28.49778820551719	-13.748894121277045	Limosilactobacillus_reuteri_I49	L-Methionine-e0
Limosilactobacillus_reuteri_I49##K+-e0##Microbe	-0.7060625358298138	-0.7060625358298138	-0.7060625358402566	-0.7060625359940667	-0.7060625359408299	-0.7060625358157078	-0.009680655681466487	-0.10470856351454808	-2.9665371799875624	-2.9665371799757674	-2.966537179976412	-2.966537179976412	-2.966537179976412	-2.966537179976412	-2.9665371800451865	-2.9665371800451865	-2.9665371800451865	-2.9665371800451865	-2.9665371799433795	-2.9665371796796327	-2.9665371796796327	-0.035227750880683514	-0.017982630337492957	-2.966537180015158	-2.966537180015158	-2.966537180015158	-2.966537179991498	-2.966537179985235	-2.966537180036541	-2.9665371799643827	-2.9665371799654547	-2.966537180011641	-2.9665371800346207	-1.5075898110834998	-1.507589811100535	-1.507589811075698	-1.507589811075698	-1.507589811075698	-1.5075898110952912	-1.5075898111835746	-1.507589811199014	-0.03291388546420621	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-0.7060625359387661	-1.4121250725694166	-1.412125072204698	-1.3402201220094752	Limosilactobacillus_reuteri_I49	K+-e0
Muribaculum_intestinale_YL27##Zn2+-e0##Microbe	-0.9241112603243139	-0.924111260325524	-0.924111260325524	-0.924111260325524	-0.924111260325524	-0.924111260325524	-0.924111260325524	-0.924111260325524	-0.924111260325524	-0.924111260325524	-0.9241112603207985	-0.9241112603209807	-0.9241112603146265	-0.9241112603187766	-0.924111260319783	-0.9241112603104265	-0.9241112603155663	-0.9241112603234946	-0.9241112603144522	-0.9241112603144522	-0.9241112603142699	-0.9241112603142699	-0.9241112603142699	-0.9241112603142699	-0.9241112603149619	-0.9241112603145533	-0.9241112603145533	-0.9241112603145533	-0.9241112603145533	-0.9241112603145533	-0.9241112603145533	-0.9241112603145533	-0.9241112603145533	-0.9241112603145533	-0.9241112603145533	-0.9241112603145533	-0.9241112603154271	-0.9241112603153868	-0.9241112603153868	-0.9241112603153868	-0.9241112603153868	-0.9241112603153868	-0.9241112603153868	-0.9241112603144781	-0.9241112603138462	-0.9241112603149051	-0.9241112603164904	-0.9241112603157927	-0.9241112603153139	-0.9241112603150595	-0.9241112603163563	-0.924111260314708	-0.924111260313762	-0.9241112603147146	-0.9241112603179392	-0.9241112603064754	-0.9241112603064754	-0.9241112603064754	-0.9241112603064754	Muribaculum_intestinale_YL27	Zn2+-e0
Limosilactobacillus_reuteri_I49##L-Alanine-e0##Microbe	86.2711974879185	86.2711974879185	-72.61120429727296	-72.6112042969875	-1189.300469812002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-962.0003536995273	-358.5893296100113	-114.23951833979709	-114.23951834055914	-114.23951834055914	-114.23951834055914	-114.2395183398607	-114.23951834271487	-114.23951833998456	-3.472259038452598	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-54.034440072987536	-107.06888019760382	-107.06888001274356	-54.034440072935695	Limosilactobacillus_reuteri_I49	L-Alanine-e0
