	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	Flavonifractor_plautii_YL31	Muribaculum_intestinale_YL27	Akkermansia_muciniphilaYL44	Turicimonas_muris_YL45	Acutalibacter_muris_KB1	Enterocloster_clostridioformis_YL32	Bifidobacterium_animalis_YL2	Enterococcus_faecalis_KB1	Blautia_coccoides_YL58	In	InAmount	Out	OutAmount	All	AllAmount
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
L-Glutamate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	9		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	9
L-Glutamine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31	5		0	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31	5
L-Glycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	1		0	Bacteroides_caecimuris_I48	1
L-Histidine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
L-Isoleucine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6		0	Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6
L-Lactate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.73451269908287e-14	0.0	0.0	0.0	2.8920667943799216e-12	Acutalibacter_muris_KB1.Blautia_coccoides_YL58	2		0	Acutalibacter_muris_KB1.Blautia_coccoides_YL58	2
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
L-Leucine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6		0	Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6
L-Lysine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11
L-Malate-e0	0.0	7.88570597709537e-13	0.0	0.0	0.0	2.1235790903517682e-13	8.099076964640517e-14	8.760353553682876e-14	-2.2842665259315e-13	0.0	0.0	-4.109337869984131e-12	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	9		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	9
L-Methionine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	9		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	9
L-Phenylalanine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	3		0	Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	3
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27	2		0	Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27	2
L-Proline-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27	2		0	Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27	2
L-Serine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	8		0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	8
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27	2		0	Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27	2
L-Threonine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	6		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	6
L-Tryptophan-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	3		0	Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	3
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	5		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	5
L-Tyrosine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	7		0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	7
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
L-Valine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	7		0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	7
Linolenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Melitose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Melitose-e0	0.0	0.0	-1.5371870443203761e-12	0.0	0.0	0.0	0.0	0.0	0.0	-4.774305950583368e-13	0.0	0.0	Bifidobacterium_animalis_YL2.Limosilactobacillus_reuteri_I49	2		0	Bifidobacterium_animalis_YL2.Limosilactobacillus_reuteri_I49	2
Methylguanidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Methylhistidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Mg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	1		0	Turicimonas_muris_YL45	1
Mg-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	1		0	Turicimonas_muris_YL45	1
Mn2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11
Molybdenum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Mucin core 3 (GlcNAcβ1,3GalNAcαSer/Thr-PROTEIN)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Mucin core 4 [GlcNAcβ1,6(GlcNAcβ1,3)GalNAcαSer/Thr-PROTEIN]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
N-Acetyl-D-chondrosamine-e0	6.070144387138043e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	1		0	Clostridium_innocuum_I46	1
N-Acetyl-D-glucosamine-e0	7.338019081259972e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1545753242359069e-10	0.0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2		0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2
N-acetyl-D-galactosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
N-acetyl-D-gluosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.237055564881302e-14	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	1		0	Enterocloster_clostridioformis_YL32	1
N-acetylneuraminate (as sialic residue)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2374337665654878e-12	Blautia_coccoides_YL58	1		0	Blautia_coccoides_YL58	1
NH3-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	8		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	8
Na+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10		0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10
Neu5Ac-e0	0.0	0.0	0.0	0.0	-2.087024997265985e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Muribaculum_intestinale_YL27	4		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Muribaculum_intestinale_YL27	4
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	6		0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	6
Nickel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
O2-e0	8.244238625110256e-13	2.349995198436261e-12	1.1820544543184042e-12	7.820437006311742e-14	8.045231147946197e-13	1.494707135840656e-13	0.0	0.0	0.0	0.0	2.3611917976396057e-10	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Oleic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
PAN	126.68907411688014	126.68907411727812	96.79614651713456	0.0	126.6890741184538	0.0	0.0	0.0	126.68907411979899	0.0	0.0	96.79614652133009	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12	Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	6	Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	18
Pb-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Pectin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Phosphate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Phosphoethanolamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Puryvate	0.0	0.0	0.0	6.236677840831817e-14	0.0	0.0	0.0	5.345029974179738e-14	-7.226511056224183e-14	0.0	0.0	-2.7588001327849554e-12	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	4		0	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	4
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Putrescine-e0	0.0	0.0	0.0	7.012446179288645e-14	0.0	0.0	0.0	0.0	1.3923705938223563e-12	-1.3003834120617341e-13	-8.73455752170571e-11	0.0	Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31	4		0	Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31	4
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.5922930332615	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Enterococcus_faecalis_KB1.Turicimonas_muris_YL45	3	Acutalibacter_muris_KB1	1	Acutalibacter_muris_KB1Acutalibacter_muris_KB1.Enterococcus_faecalis_KB1.Turicimonas_muris_YL45	4
Pyruvate-e0	0.0	0.0	-1.7117210426853546e-13	0.0	0.0	0.0	1.63875857328577e-13	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	2		0	Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	2
Riboflavin	4.404698827897846e-12	3.493767775086809e-13	-2.699063195166218e-12	126.68907411730748	-3.872457909892546e-13	126.68907411746862	126.68907411749171	0.0	0.0	96.79614651727874	0.0	-1.326583287664107e-11	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10	Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	4	Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	14
Riboflavin-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.79614647751367	0.0	Enterococcus_faecalis_KB1	1	Enterococcus_faecalis_KB1	1	Enterococcus_faecalis_KB1Enterococcus_faecalis_KB1	2
Selenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Sorbitol-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	1		0	Limosilactobacillus_reuteri_I49	1
Sorbitol-e0-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	1		0	Bacteroides_caecimuris_I48	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
