	0.17335	0.34975	0.39155	0.4328	0.4333	0.4339	0.43495	0.8229	1.6052	Source	Target
CMP##bc1009##Metabolite	1.06522578	0.16045595	0.09083192	0.06821095	0.06821095	0.06821095	0.06821095	4.16e-06	0.0	CMP	bc1009
bc1009##CO2##Microbe	91.34368748	13.75918498	7.78888643	5.84912562	5.84912562	5.84912562	5.84912562	0.00035705	1e-08	bc1009	CO2
bc1009##Ca2+##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Ca2+
Ca2+##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Ca2+	bc1009
bc1009##Chorismate##Microbe	-0.07108358	-0.01070739	-0.0060613	-0.00455178	-0.00455178	-0.00455178	-0.00455178	-2.8e-07	0.0	bc1009	Chorismate
Chorismate##bc1009##Metabolite	0.07108358	0.01070739	0.0060613	0.00455178	0.00455178	0.00455178	0.00455178	2.8e-07	0.0	Chorismate	bc1009
bc1009##Cl-##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Cl-
Cl-##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Cl-	bc1009
bc1009##Co2+##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Co2+
Co2+##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Co2+	bc1009
bc1009##CoA##Microbe	-0.07108358	-0.01070739	-0.0060613	-0.00455178	-0.00455178	-0.00455178	-0.00455178	-2.8e-07	0.0	bc1009	CoA
CoA##bc1009##Metabolite	0.07108358	0.01070739	0.0060613	0.00455178	0.00455178	0.00455178	0.00455178	2.8e-07	0.0	CoA	bc1009
bc1009##Cu2+##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Cu2+
Cu2+##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Cu2+	bc1009
bc1009##D-Arabinose##Microbe	-0.95032538	-0.1431484	-0.08103435	-0.06085338	-0.06085338	-0.06085338	-0.06085338	-3.71e-06	0.0	bc1009	D-Arabinose
D-Arabinose##bc1009##Metabolite	0.95032538	0.1431484	0.08103435	0.06085338	0.06085338	0.06085338	0.06085338	3.71e-06	0.0	D-Arabinose	bc1009
bc1009##D-Glucose##Microbe	-45.37674097	-6.83514089	-3.86927977	-2.90566612	-2.90566612	-2.90566612	-2.90566612	-0.00017737	0.0	bc1009	D-Glucose
D-Glucose##bc1009##Metabolite	45.37674097	6.83514089	3.86927977	2.90566612	2.90566612	2.90566612	2.90566612	0.00017737	0.0	D-Glucose	bc1009
bc1009##Deoxycytidine##Microbe	-0.18516963	-0.02789227	-0.01578943	-0.0118572	-0.0118572	-0.0118572	-0.0118572	-7.2e-07	0.0	bc1009	Deoxycytidine
Deoxycytidine##bc1009##Metabolite	0.18516963	0.02789227	0.01578943	0.0118572	0.0118572	0.0118572	0.0118572	7.2e-07	0.0	Deoxycytidine	bc1009
bc1009##Deoxyguanosine##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Deoxyguanosine
Deoxyguanosine##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Deoxyguanosine	bc1009
bc1009##Folate##Microbe	-0.10662537	-0.01606108	-0.00909196	-0.00682768	-0.00682768	-0.00682768	-0.00682768	-4.2e-07	0.0	bc1009	Folate
Folate##bc1009##Metabolite	0.10662537	0.01606108	0.00909196	0.00682768	0.00682768	0.00682768	0.00682768	4.2e-07	0.0	Folate	bc1009
bc1009##Formate##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Formate
Formate##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Formate	bc1009
bc1009##GTP##Microbe	-1.7150135	-0.25833409	-0.14623939	-0.10981962	-0.10981962	-0.10981962	-0.10981962	-6.7e-06	0.0	bc1009	GTP
GTP##bc1009##Metabolite	1.7150135	0.25833409	0.14623939	0.10981962	0.10981962	0.10981962	0.10981962	6.7e-06	0.0	GTP	bc1009
bc1009##Glycerol##Microbe	-0.7889512	-0.11884046	-0.06727396	-0.05051991	-0.05051991	-0.05051991	-0.05051991	-3.08e-06	0.0	bc1009	Glycerol
Glycerol##bc1009##Metabolite	0.7889512	0.11884046	0.06727396	0.05051991	0.05051991	0.05051991	0.05051991	3.08e-06	0.0	Glycerol	bc1009
bc1009##Glycine##Microbe	-6.35119974	-0.95668715	-0.54156751	-0.40669439	-0.40669439	-0.40669439	-0.40669439	-2.483e-05	0.0	bc1009	Glycine
Glycine##bc1009##Metabolite	6.35119974	0.95668715	0.54156751	0.40669439	0.40669439	0.40669439	0.40669439	2.483e-05	0.0	Glycine	bc1009
bc1009##H+##Microbe	64.60469177	9.73146508	5.50884928	4.13691376	4.13691376	4.13691376	4.13691376	0.00025253	0.0	bc1009	H+
bc1009##H2O##Microbe	166.73011948	25.11471366	14.2170959	10.67644016	10.67644016	10.67644016	10.67644016	0.00065172	1e-08	bc1009	H2O
bc1009##Heme##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Heme
Heme##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Heme	bc1009
bc1009##K+##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	K+
K+##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	K+	bc1009
bc1009##L-Alanine##Microbe	-5.7368362	-0.864145	-0.48918066	-0.36735407	-0.36735407	-0.36735407	-0.36735407	-2.242e-05	0.0	bc1009	L-Alanine
L-Alanine##bc1009##Metabolite	5.7368362	0.864145	0.48918066	0.36735407	0.36735407	0.36735407	0.36735407	2.242e-05	0.0	L-Alanine	bc1009
bc1009##L-Arginine##Microbe	-3.12457215	-0.47065722	-0.26643262	-0.20007967	-0.20007967	-0.20007967	-0.20007967	-1.221e-05	0.0	bc1009	L-Arginine
L-Arginine##bc1009##Metabolite	3.12457215	0.47065722	0.26643262	0.20007967	0.20007967	0.20007967	0.20007967	1.221e-05	0.0	L-Arginine	bc1009
bc1009##L-Asparagine##Microbe	-2.54364989	-0.38315236	-0.21689731	-0.16288074	-0.16288074	-0.16288074	-0.16288074	-9.94e-06	0.0	bc1009	L-Asparagine
L-Asparagine##bc1009##Metabolite	2.54364989	0.38315236	0.21689731	0.16288074	0.16288074	0.16288074	0.16288074	9.94e-06	0.0	L-Asparagine	bc1009
bc1009##L-Aspartate##Microbe	-2.54364989	-0.38315236	-0.21689731	-0.16288074	-0.16288074	-0.16288074	-0.16288074	-9.94e-06	0.0	bc1009	L-Aspartate
L-Aspartate##bc1009##Metabolite	2.54364989	0.38315236	0.21689731	0.16288074	0.16288074	0.16288074	0.16288074	9.94e-06	0.0	L-Aspartate	bc1009
bc1009##L-Cysteine##Microbe	-0.96444375	-0.14527506	-0.08223823	-0.06175744	-0.06175744	-0.06175744	-0.06175744	-3.77e-06	0.0	bc1009	L-Cysteine
L-Cysteine##bc1009##Metabolite	0.96444375	0.14527506	0.08223823	0.06175744	0.06175744	0.06175744	0.06175744	3.77e-06	0.0	L-Cysteine	bc1009
bc1009##L-Glutamate##Microbe	-3.23383308	-0.4871153	-0.27574931	-0.20707611	-0.20707611	-0.20707611	-0.20707611	-1.264e-05	0.0	bc1009	L-Glutamate
L-Glutamate##bc1009##Metabolite	3.23383308	0.4871153	0.27574931	0.20707611	0.20707611	0.20707611	0.20707611	1.264e-05	0.0	L-Glutamate	bc1009
bc1009##L-Glutamine##Microbe	-2.70380721	-0.40727701	-0.23055394	-0.1731363	-0.1731363	-0.1731363	-0.1731363	-1.057e-05	0.0	bc1009	L-Glutamine
L-Glutamine##bc1009##Metabolite	2.70380721	0.40727701	0.23055394	0.1731363	0.1731363	0.1731363	0.1731363	1.057e-05	0.0	L-Glutamine	bc1009
bc1009##L-Histidine##Microbe	-1.0039239	-0.151222	-0.0856047	-0.06428553	-0.06428553	-0.06428553	-0.06428553	-3.92e-06	0.0	bc1009	L-Histidine
L-Histidine##bc1009##Metabolite	1.0039239	0.151222	0.0856047	0.06428553	0.06428553	0.06428553	0.06428553	3.92e-06	0.0	L-Histidine	bc1009
bc1009##L-Isoleucine##Microbe	-3.06253191	-0.46131204	-0.26114244	-0.19610697	-0.19610697	-0.19610697	-0.19610697	-1.197e-05	0.0	bc1009	L-Isoleucine
L-Isoleucine##bc1009##Metabolite	3.06253191	0.46131204	0.26114244	0.19610697	0.19610697	0.19610697	0.19610697	1.197e-05	0.0	L-Isoleucine	bc1009
bc1009##L-Leucine##Microbe	-4.75453849	-0.71618057	-0.40542003	-0.30445336	-0.30445336	-0.30445336	-0.30445336	-1.858e-05	0.0	bc1009	L-Leucine
L-Leucine##bc1009##Metabolite	4.75453849	0.71618057	0.40542003	0.30445336	0.30445336	0.30445336	0.30445336	1.858e-05	0.0	L-Leucine	bc1009
bc1009##L-Lysine##Microbe	-3.61525406	-0.5445691	-0.30827312	-0.23150013	-0.23150013	-0.23150013	-0.23150013	-1.413e-05	0.0	bc1009	L-Lysine
L-Lysine##bc1009##Metabolite	3.61525406	0.5445691	0.30827312	0.23150013	0.23150013	0.23150013	0.23150013	1.413e-05	0.0	L-Lysine	bc1009
bc1009##L-Methionine##Microbe	-1.54760271	-0.23311684	-0.13196426	-0.0990996	-0.0990996	-0.0990996	-0.0990996	-6.05e-06	0.0	bc1009	L-Methionine
L-Methionine##bc1009##Metabolite	1.54760271	0.23311684	0.13196426	0.0990996	0.0990996	0.0990996	0.0990996	6.05e-06	0.0	L-Methionine	bc1009
bc1009##L-Phenylalanine##Microbe	-1.95708761	-0.29479794	-0.16688108	-0.12532066	-0.12532066	-0.12532066	-0.12532066	-7.65e-06	0.0	bc1009	L-Phenylalanine
L-Phenylalanine##bc1009##Metabolite	1.95708761	0.29479794	0.16688108	0.12532066	0.12532066	0.12532066	0.12532066	7.65e-06	0.0	L-Phenylalanine	bc1009
bc1009##L-Proline##Microbe	-2.33496908	-0.35171857	-0.19910307	-0.14951802	-0.14951802	-0.14951802	-0.14951802	-9.13e-06	0.0	bc1009	L-Proline
L-Proline##bc1009##Metabolite	2.33496908	0.35171857	0.19910307	0.14951802	0.14951802	0.14951802	0.14951802	9.13e-06	0.0	L-Proline	bc1009
bc1009##L-Serine##Microbe	-2.70294623	-0.40714732	-0.23048053	-0.17308117	-0.17308117	-0.17308117	-0.17308117	-1.057e-05	0.0	bc1009	L-Serine
L-Serine##bc1009##Metabolite	2.70294623	0.40714732	0.23048053	0.17308117	0.17308117	0.17308117	0.17308117	1.057e-05	0.0	L-Serine	bc1009
bc1009##L-Threonine##Microbe	-2.6733704	-0.40269228	-0.22795859	-0.1711873	-0.1711873	-0.1711873	-0.1711873	-1.045e-05	0.0	bc1009	L-Threonine
L-Threonine##bc1009##Metabolite	2.6733704	0.40269228	0.22795859	0.1711873	0.1711873	0.1711873	0.1711873	1.045e-05	0.0	L-Threonine	bc1009
bc1009##L-Tryptophan##Microbe	-0.59784232	-0.09005355	-0.05097808	-0.03828239	-0.03828239	-0.03828239	-0.03828239	-2.34e-06	0.0	bc1009	L-Tryptophan
L-Tryptophan##bc1009##Metabolite	0.59784232	0.09005355	0.05097808	0.03828239	0.03828239	0.03828239	0.03828239	2.34e-06	0.0	L-Tryptophan	bc1009
bc1009##L-Tyrosine##Microbe	-1.52844594	-0.23023124	-0.13033076	-0.09787291	-0.09787291	-0.09787291	-0.09787291	-5.97e-06	0.0	bc1009	L-Tyrosine
L-Tyrosine##bc1009##Metabolite	1.52844594	0.23023124	0.13033076	0.09787291	0.09787291	0.09787291	0.09787291	5.97e-06	0.0	L-Tyrosine	bc1009
bc1009##L-Valine##Microbe	-4.46125735	-0.67200336	-0.38041191	-0.28567332	-0.28567332	-0.28567332	-0.28567332	-1.744e-05	0.0	bc1009	L-Valine
L-Valine##bc1009##Metabolite	4.46125735	0.67200336	0.38041191	0.28567332	0.28567332	0.28567332	0.28567332	1.744e-05	0.0	L-Valine	bc1009
bc1009##Mg##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Mg
Mg##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Mg	bc1009
bc1009##Mn2+##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Mn2+
Mn2+##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Mn2+	bc1009
bc1009##Myristic acid##Microbe	-1.24044416	-0.18684926	-0.10577281	-0.07943093	-0.07943093	-0.07943093	-0.07943093	-4.85e-06	0.0	bc1009	Myristic acid
Myristic acid##bc1009##Metabolite	1.24044416	0.18684926	0.10577281	0.07943093	0.07943093	0.07943093	0.07943093	4.85e-06	0.0	Myristic acid	bc1009
bc1009##N-Acetyl-D-glucosamine##Microbe	-1.30264229	-0.19621823	-0.11107645	-0.08341374	-0.08341374	-0.08341374	-0.08341374	-5.09e-06	0.0	bc1009	N-Acetyl-D-glucosamine
N-Acetyl-D-glucosamine##bc1009##Metabolite	1.30264229	0.19621823	0.11107645	0.08341374	0.08341374	0.08341374	0.08341374	5.09e-06	0.0	N-Acetyl-D-glucosamine	bc1009
bc1009##NADP##Microbe	-0.10662537	-0.01606108	-0.00909196	-0.00682768	-0.00682768	-0.00682768	-0.00682768	-4.2e-07	0.0	bc1009	NADP
NADP##bc1009##Metabolite	0.10662537	0.01606108	0.00909196	0.00682768	0.00682768	0.00682768	0.00682768	4.2e-07	0.0	NADP	bc1009
bc1009##NH3##Microbe	0.17770895	0.02676847	0.01515326	0.01137946	0.01137946	0.01137946	0.01137946	6.9e-07	0.0	bc1009	NH3
bc1009##Niacin##Microbe	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	bc1009	Niacin
bc1009##O2##Microbe	-82.67668179	-12.45366582	-7.04984988	-5.29414031	-5.29414031	-5.29414031	-5.29414031	-0.00032317	0.0	bc1009	O2
O2##bc1009##Metabolite	82.67668179	12.45366582	7.04984988	5.29414031	5.29414031	5.29414031	5.29414031	0.00032317	0.0	O2	bc1009
bc1009##Oxidized glutathione##Microbe	-0.0177709	-0.00267685	-0.00151533	-0.00113795	-0.00113795	-0.00113795	-0.00113795	-7e-08	0.0	bc1009	Oxidized glutathione
Oxidized glutathione##bc1009##Metabolite	0.0177709	0.00267685	0.00151533	0.00113795	0.00113795	0.00113795	0.00113795	7e-08	0.0	Oxidized glutathione	bc1009
bc1009##PPi##Microbe	0.36750001	0.05535687	0.03133677	0.02353259	0.02353259	0.02353259	0.02353259	1.44e-06	0.0	bc1009	PPi
bc1009##Putrescine##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Putrescine
Putrescine##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Putrescine	bc1009
bc1009##Pyridoxal##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Pyridoxal
Pyridoxal##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Pyridoxal	bc1009
bc1009##Riboflavin##Microbe	-0.10662537	-0.01606108	-0.00909196	-0.00682768	-0.00682768	-0.00682768	-0.00682768	-4.2e-07	0.0	bc1009	Riboflavin
Riboflavin##bc1009##Metabolite	0.10662537	0.01606108	0.00909196	0.00682768	0.00682768	0.00682768	0.00682768	4.2e-07	0.0	Riboflavin	bc1009
bc1009##S-Adenosyl-L-methionine##Microbe	-0.10662537	-0.01606108	-0.00909196	-0.00682768	-0.00682768	-0.00682768	-0.00682768	-4.2e-07	0.0	bc1009	S-Adenosyl-L-methionine
S-Adenosyl-L-methionine##bc1009##Metabolite	0.10662537	0.01606108	0.00909196	0.00682768	0.00682768	0.00682768	0.00682768	4.2e-07	0.0	S-Adenosyl-L-methionine	bc1009
bc1009##Spermidine##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Spermidine
Spermidine##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Spermidine	bc1009
bc1009##Sulfate##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Sulfate
Sulfate##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Sulfate	bc1009
bc1009##TRHL##Microbe	-0.75020691	-0.11300437	-0.06397023	-0.04803895	-0.04803895	-0.04803895	-0.04803895	-2.93e-06	0.0	bc1009	TRHL
TRHL##bc1009##Metabolite	0.75020691	0.11300437	0.06397023	0.04803895	0.04803895	0.04803895	0.04803895	2.93e-06	0.0	TRHL	bc1009
bc1009##TTP##Microbe	-0.22067272	-0.03324014	-0.01881679	-0.01413061	-0.01413061	-0.01413061	-0.01413061	-8.6e-07	0.0	bc1009	TTP
TTP##bc1009##Metabolite	0.22067272	0.03324014	0.01881679	0.01413061	0.01413061	0.01413061	0.01413061	8.6e-07	0.0	TTP	bc1009
bc1009##Thiamin##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Thiamin
Thiamin##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Thiamin	bc1009
bc1009##UMP##Microbe	-1.18598563	-0.17864612	-0.10112913	-0.07594371	-0.07594371	-0.07594371	-0.07594371	-4.64e-06	0.0	bc1009	UMP
UMP##bc1009##Metabolite	1.18598563	0.17864612	0.10112913	0.07594371	0.07594371	0.07594371	0.07594371	4.64e-06	0.0	UMP	bc1009
bc1009##Zn2+##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	Zn2+
Zn2+##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	Zn2+	bc1009
bc1009##dATP##Microbe	-0.22067272	-0.03324014	-0.01881679	-0.01413061	-0.01413061	-0.01413061	-0.01413061	-8.6e-07	0.0	bc1009	dATP
dATP##bc1009##Metabolite	0.22067272	0.03324014	0.01881679	0.01413061	0.01413061	0.01413061	0.01413061	8.6e-07	0.0	dATP	bc1009
bc1009##dGTP##Microbe	-0.14962784	-0.02253858	-0.01275878	-0.00958131	-0.00958131	-0.00958131	-0.00958131	-5.8e-07	0.0	bc1009	dGTP
dGTP##bc1009##Metabolite	0.14962784	0.02253858	0.01275878	0.00958131	0.00958131	0.00958131	0.00958131	5.8e-07	0.0	dGTP	bc1009
bc1009##ddca##Microbe	-0.66020659	-0.09944754	-0.05629589	-0.04227584	-0.04227584	-0.04227584	-0.04227584	-2.58e-06	0.0	bc1009	ddca
ddca##bc1009##Metabolite	0.66020659	0.09944754	0.05629589	0.04227584	0.04227584	0.04227584	0.04227584	2.58e-06	0.0	ddca	bc1009
bc1009##fe3##Microbe	-0.10662537	-0.01606108	-0.00909196	-0.00682768	-0.00682768	-0.00682768	-0.00682768	-4.2e-07	0.0	bc1009	fe3
fe3##bc1009##Metabolite	0.10662537	0.01606108	0.00909196	0.00682768	0.00682768	0.00682768	0.00682768	4.2e-07	0.0	fe3	bc1009
bc1009##meso-2,6-Diaminopimelate##Microbe	-0.31677513	-0.04771613	-0.02701145	-0.02028446	-0.02028446	-0.02028446	-0.02028446	-1.24e-06	0.0	bc1009	meso-2,6-Diaminopimelate
meso-2,6-Diaminopimelate##bc1009##Metabolite	0.31677513	0.04771613	0.02701145	0.02028446	0.02028446	0.02028446	0.02028446	1.24e-06	0.0	meso-2,6-Diaminopimelate	bc1009
bc1001##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-1.56931829	-0.23638788	-0.13381595	-0.10049014	-0.10049014	-0.10049014	-0.10049014	-6.14e-06	0.0	bc1001	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1001##Metabolite	1.56931829	0.23638788	0.13381595	0.10049014	0.10049014	0.10049014	0.10049014	6.14e-06	0.0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1001
bc1001##4-Hydroxybenzoate##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	4-Hydroxybenzoate	bc1001
bc1001##5-Aminolevulinate##Microbe	-0.28278749	-0.04259654	-0.02411332	-0.01810809	-0.01810809	-0.01810809	-0.01810809	-1.11e-06	0.0	bc1001	5-Aminolevulinate
5-Aminolevulinate##bc1001##Metabolite	0.28278749	0.04259654	0.02411332	0.01810809	0.01810809	0.01810809	0.01810809	1.11e-06	0.0	5-Aminolevulinate	bc1001
bc1001##AMP##Microbe	-0.97695187	-0.14715917	-0.08330479	-0.06255839	-0.06255839	-0.06255839	-0.06255839	-3.82e-06	0.0	bc1001	AMP
AMP##bc1001##Metabolite	0.97695187	0.14715917	0.08330479	0.06255839	0.06255839	0.06255839	0.06255839	3.82e-06	0.0	AMP	bc1001
bc1001##Acetate##Microbe	73.49516341	11.07064513	6.26694079	4.70620855	4.70620855	4.70620855	4.70620855	0.00028736	0.0	bc1001	Acetate
bc1001##Adenosine##Microbe	-0.37555396	-0.05657004	-0.03202353	-0.02404832	-0.02404832	-0.02404832	-0.02404832	-1.47e-06	0.0	bc1001	Adenosine
Adenosine##bc1001##Metabolite	0.37555396	0.05657004	0.03202353	0.02404832	0.02404832	0.02404832	0.02404832	1.47e-06	0.0	Adenosine	bc1001
bc1001##Ala-Ala##Microbe	-0.3150518	-0.04745655	-0.0268645	-0.02017411	-0.02017411	-0.02017411	-0.02017411	-1.23e-06	0.0	bc1001	Ala-Ala
Ala-Ala##bc1001##Metabolite	0.3150518	0.04745655	0.0268645	0.02017411	0.02017411	0.02017411	0.02017411	1.23e-06	0.0	Ala-Ala	bc1001
bc1001##BET##Microbe	-0.07069687	-0.01064914	-0.00602833	-0.00452702	-0.00452702	-0.00452702	-0.00452702	-2.8e-07	0.0	bc1001	BET
BET##bc1001##Metabolite	0.07069687	0.01064914	0.00602833	0.00452702	0.00452702	0.00452702	0.00452702	2.8e-07	0.0	BET	bc1001
bc1001##BIOT##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	BIOT
BIOT##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	BIOT	bc1001
bc1001##CMP##Microbe	-1.05943073	-0.15958304	-0.09033778	-0.06783987	-0.06783987	-0.06783987	-0.06783987	-4.14e-06	0.0	bc1001	CMP
CMP##bc1001##Metabolite	1.05943073	0.15958304	0.09033778	0.06783987	0.06783987	0.06783987	0.06783987	4.14e-06	0.0	CMP	bc1001
bc1001##CO2##Microbe	91.31421143	13.75474498	7.786373	5.84723814	5.84723814	5.84723814	5.84723814	0.00035704	1e-08	bc1001	CO2
bc1001##Ca2+##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Ca2+
Ca2+##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Ca2+	bc1001
bc1001##Chorismate##Microbe	-0.07069687	-0.01064914	-0.00602833	-0.00452702	-0.00452702	-0.00452702	-0.00452702	-2.8e-07	0.0	bc1001	Chorismate
Chorismate##bc1001##Metabolite	0.07069687	0.01064914	0.00602833	0.00452702	0.00452702	0.00452702	0.00452702	2.8e-07	0.0	Chorismate	bc1001
bc1001##Cl-##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Cl-
Cl-##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Cl-	bc1001
bc1001##Co2+##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Co2+
Co2+##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Co2+	bc1001
bc1001##CoA##Microbe	-0.07069687	-0.01064914	-0.00602833	-0.00452702	-0.00452702	-0.00452702	-0.00452702	-2.8e-07	0.0	bc1001	CoA
CoA##bc1001##Metabolite	0.07069687	0.01064914	0.00602833	0.00452702	0.00452702	0.00452702	0.00452702	2.8e-07	0.0	CoA	bc1001
bc1001##Cu2+##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Cu2+
Cu2+##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Cu2+	bc1001
bc1001##D-Arabinose##Microbe	-0.94515541	-0.14236964	-0.08059351	-0.06052233	-0.06052233	-0.06052233	-0.06052233	-3.7e-06	0.0	bc1001	D-Arabinose
D-Arabinose##bc1001##Metabolite	0.94515541	0.14236964	0.08059351	0.06052233	0.06052233	0.06052233	0.06052233	3.7e-06	0.0	D-Arabinose	bc1001
bc1001##D-Glucose##Microbe	-45.36360836	-6.83316271	-3.86815995	-2.90482519	-2.90482519	-2.90482519	-2.90482519	-0.00017737	0.0	bc1001	D-Glucose
D-Glucose##bc1001##Metabolite	45.36360836	6.83316271	3.86815995	2.90482519	2.90482519	2.90482519	2.90482519	0.00017737	0.0	D-Glucose	bc1001
bc1001##Deoxycytidine##Microbe	-0.29071504	-0.04379068	-0.0247893	-0.01861572	-0.01861572	-0.01861572	-0.01861572	-1.14e-06	0.0	bc1001	Deoxycytidine
