	0.0000-0.0009	0.0009-0.0010	0.0010-0.0012	0.0012-0.0029	0.0029-0.0035	0.0040-0.0068	0.0068-0.0107	0.0107-0.0107	0.0107-0.0952	0.0952-0.0958	0.0958-0.1569	0.1569-0.1569	0.1569-0.1576	0.1576-0.1578	0.1578-0.1583	0.1583-0.1590	0.1590-0.1601	0.1601-0.1847	0.1867-0.1873	0.1873-0.1879	0.1887-0.1888	0.1888-0.2075	0.2075-0.2075	0.2075-0.2084	0.2084-0.2084	0.2249-0.2258	0.2258-0.2260	0.2261-0.2344	0.2344-0.2396	0.2402-0.2403	0.2404-0.2411	0.2411-0.2411	0.2411-0.2417	0.2452-0.2452	0.2460-0.2536	0.2536-0.2536	0.2557-0.2558	0.2558-0.2787	0.2787-0.2787	0.2828-0.2843	0.2843-0.2865	0.2865-0.3037	0.3037-0.3098	0.3139-0.3886	0.3886-0.3886	0.3886-0.4299	0.4299-0.5160	0.5168-0.5168	0.5170-0.5171	0.5171-0.5184	0.5184-0.5230	0.5235-0.5236	0.5237-0.5723	0.5723-0.6684	0.6870-0.6870	0.6870-0.7956	0.7999-0.8119	0.8119-0.8162	0.8188-0.8189	0.8189-0.8399	0.8399-0.8399	1.0308-1.0513	1.0513-1.1745	1.1745-1.2069	1.2069-1.2108	1.2108-3.9407	3.9407-4.1437	4.1437-7.3400	7.3400-7.9368	7.9368-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe##Puryvate	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.38095238095239503	0.3809523809523994	0.3809523809523994	0.3809523809523994	0.3809523809523994	0.3809523809523994	0.3809523809523994	0.3809523809523994	0.3809523809523994	0.3809523809523994	0.38095238095238465	0.38095238095238465	0.38095238095238465	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.3809523809524013	0.38095238095239026	0.38095238095239026	0.38095238095239026	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe##N-acetyl-D-gluosamine	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.33333333333328685	-0.3333333333332705	-0.3333333333332705	-0.3333333333332705	-0.3333333333332705	-0.3333333333332705	-0.3333333333332705	-0.3333333333332705	-0.3333333333332705	-0.3333333333332705	-0.3333333333333221	-0.3333333333333221	-0.3333333333333221	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	-0.3333333333333099	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe##Putrescine-e0	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334117166	-0.33333333334112775	-0.33333333334112775	-0.33333333334112775	-0.33333333334112775	-0.33333333334112775	-0.33333333334112775	-0.33333333334112775	-0.33333333334112775	-0.33333333334112775	-0.3333333333412727	-0.3333333333412727	-0.3333333333412727	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.3333333333413837	-0.33333333334151893	-0.33333333334151893	0.0	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe##Spermidine-e0	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666767673	-0.6666666666766509	-0.6666666666766509	-0.6666666666766509	-0.6666666666766509	-0.6666666666766509	-0.6666666666766509	-0.6666666666766509	-0.6666666666766509	-0.6666666666766509	-0.6666666666765966	-0.6666666666765966	-0.6666666666765966	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.666666666676675	-0.6666666666768848	-0.6666666666768848	0.0	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe##Thiamin-e0	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142782248	-0.7142857142778738	-0.7142857142778738	-0.7142857142778738	-0.7142857142778738	-0.7142857142778738	-0.7142857142778738	-0.7142857142778738	-0.7142857142778738	-0.7142857142778738	-0.7142857142794786	-0.7142857142794786	-0.7142857142794786	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142807539	-0.7142857142810899	-0.7142857142810899	-0.7142857142810899	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe##Folate-e0	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619188063	-0.5119047619181654	-0.5119047619181654	-0.5119047619181654	-0.5119047619181654	-0.5119047619181654	-0.5119047619181654	-0.5119047619181654	-0.5119047619181654	-0.5119047619181654	-0.5119047619193408	-0.5119047619193408	-0.5119047619193408	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619201469	-0.5119047619203589	-0.5119047619203589	-0.5119047619203589	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe##PAN	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268928055	-735.9468268929246	-735.9468268929246	-735.9468268929246	-735.9468268929246	-735.9468268929246	-735.9468268929246	-735.9468268929246	-735.9468268929246	-735.9468268929246	-734.5319859694615	-734.5319859694615	-734.5319859694615	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-734.5319859693291	-735.6974354736201	-735.6974354736201	-735.6974354736201	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe##Puryvate	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904794173	0.11904761904795597	0.11904761904795597	0.11904761904795597	0.11904761904795597	0.11904761904795597	0.11904761904795597	0.11904761904795597	0.11904761904795597	0.11904761904795597	0.11904761904782699	0.11904761904782699	0.11904761904782699	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904792818	0.11904761904788916	0.11904761904788916	0.11904761904788916	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe##N-acetyl-D-gluosamine	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.1666666666662764	-0.16666666666618407	-0.16666666666618407	-0.16666666666618407	-0.16666666666618407	-0.16666666666618407	-0.16666666666618407	-0.16666666666618407	-0.16666666666618407	-0.16666666666618407	-0.16666666666621183	-0.16666666666621183	-0.16666666666621183	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	-0.1666666666661429	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##Mn2+-e0##Microbe##PAN	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603362808	-0.9241112603365046	-0.9241112603365046	-0.9241112603365046	-0.9241112603365046	-0.9241112603365046	-0.9241112603365046	-0.9241112603365046	-0.9241112603365046	-0.9241112603365046	-0.9241112603360615	-0.9241112603360615	-0.9241112603360615	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603359721	-0.9241112603358469	-0.9241112603358469	-0.9241112603358469	Enterocloster_clostridioformis_YL32	Mn2+-e0
Enterocloster_clostridioformis_YL32##Zn2+-e0##Microbe##PAN	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.9241112603360528	-0.924111260336259	-0.924111260336259	-0.924111260336259	-0.924111260336259	-0.924111260336259	-0.924111260336259	-0.924111260336259	-0.924111260336259	-0.924111260336259	-0.9241112603360667	-0.9241112603360667	-0.9241112603360667	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603355639	-0.9241112603354736	-0.9241112603354736	-0.9241112603354736	Enterocloster_clostridioformis_YL32	Zn2+-e0
Enterocloster_clostridioformis_YL32##L-Lysine-e0##Microbe##PAN	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.26899935820848	-41.2689993582214	-41.2689993582214	-41.2689993582214	-41.2689993582214	-41.2689993582214	-41.2689993582214	-41.2689993582214	-41.2689993582214	-41.2689993582214	-41.26899935821019	-41.26899935821019	-41.26899935821019	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819791	-41.26899935819591	-41.26899935819591	-41.26899935819591	Enterocloster_clostridioformis_YL32	L-Lysine-e0
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe##Putrescine-e0	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978391	0.9999999999978444	0.9999999999978444	0.9999999999978444	0.9999999999978444	0.9999999999978444	0.9999999999978444	0.9999999999978444	0.9999999999978444	0.9999999999978444	0.9999999999977917	0.9999999999977917	0.9999999999977917	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977732	0.9999999999977308	0.9999999999977308	0.0	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe##Spermidine-e0	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.9999999999972422	1.999999999997273	1.999999999997273	1.999999999997273	1.999999999997273	1.999999999997273	1.999999999997273	1.999999999997273	1.999999999997273	1.999999999997273	1.9999999999972637	1.9999999999972637	1.9999999999972637	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.99999999999725	1.9999999999971951	1.9999999999971951	0.0	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe##PAN	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.4072416105739	-204.40724161060245	-204.40724161060245	-204.40724161060245	-204.40724161060245	-204.40724161060245	-204.40724161060245	-204.40724161060245	-204.40724161060245	-204.40724161060245	-204.40724161053652	-204.40724161053652	-204.40724161053652	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.407241610505	-204.40724161047675	-204.40724161047675	-204.40724161047675	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##Sulfate-e0##Microbe##PAN	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603318311	-0.9241112603320624	-0.9241112603320624	-0.9241112603320624	-0.9241112603320624	-0.9241112603320624	-0.9241112603320624	-0.9241112603320624	-0.9241112603320624	-0.9241112603320624	-0.9241112603315181	-0.9241112603315181	-0.9241112603315181	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603313708	-0.9241112603312283	-0.9241112603312283	-0.9241112603312283	Enterocloster_clostridioformis_YL32	Sulfate-e0
Enterocloster_clostridioformis_YL32##L-Arginine-e0##Microbe##Putrescine-e0	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996217	0.9999999999996283	0.9999999999996283	0.9999999999996283	0.9999999999996283	0.9999999999996283	0.9999999999996283	0.9999999999996283	0.9999999999996283	0.9999999999996283	0.9999999999996224	0.9999999999996224	0.9999999999996224	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996101	0.9999999999996031	0.9999999999996031	0.0	Enterocloster_clostridioformis_YL32	L-Arginine-e0
Enterocloster_clostridioformis_YL32##L-Arginine-e0##Microbe##Spermidine-e0	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995369	0.9999999999995375	0.9999999999995375	0.9999999999995375	0.9999999999995375	0.9999999999995375	0.9999999999995375	0.9999999999995375	0.9999999999995375	0.9999999999995375	0.9999999999995461	0.9999999999995461	0.9999999999995461	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995447	0.9999999999995268	0.9999999999995268	0.0	Enterocloster_clostridioformis_YL32	L-Arginine-e0
